Algorithm,MSE,RMSE,MAPE,Pearson Coefficient
Temporal_GIN_Attention,2360.727783203125,34.11101150512695,0.5165739059448242,0.6995904445648193
Temporal_GIN_GRU,2329.638671875,33.794864654541016,0.5171031355857849,0.7064367532730103
Temporal_GraphSage_Attention,925.4468383789062,19.9556827545166,0.24183814227581024,0.8952602744102478
